gene,p_value,HPO_Freq,Rank_1,New_Pvalue,Rank_2,Rank1-Rank2
FERMT1,0.057088869,9,1578,5.71E-03,500,1078
SPTLC1,0.040148067,6,1152,5.74E-03,501,651
MDGA2,0.00576264,0,280,5.76E-03,502,-222
SLC19A3,0.092317611,15,2219,5.77E-03,503,1716
ARFGEF2,0.052033552,8,1452,5.78E-03,504,948
INPP5E,0.203290782,34,4110,5.81E-03,505,3605
PEX2,0.357163441,60,6336,5.86E-03,506,5830
LOC102157053,0.005857401,0,281,5.86E-03,507,-226
HK2,0.005858733,0,282,5.86E-03,508,-226
CCDC142,0.005858733,0,283,5.86E-03,509,-226
TTC31,0.005858733,0,284,5.86E-03,510,-226
PAX9,0.017622502,2,618,5.87E-03,511,107
NDE1,0.14788447,24,3182,5.92E-03,512,2670
MANBA,0.071200098,11,1868,5.93E-03,513,1355
FAM184A,0.005992509,0,285,5.99E-03,514,-229
COL2A1,0.401664106,66,6892,5.99E-03,515,6377
SLC1A3,0.036293056,5,1077,6.05E-03,516,561
TDG,0.006070964,0,286,6.07E-03,517,-231
GRM1,0.098297769,15,2332,6.14E-03,518,1814
CNTN3,0.006143861,0,287,6.14E-03,519,-232
SEMA3D,0.043129102,6,1230,6.16E-03,520,710
PLK4,0.135594459,21,2963,6.16E-03,521,2442
KANK1,0.043163958,6,1233,6.17E-03,522,711
RAB3GAP2,0.327096178,52,5928,6.17E-03,523,5405
SDHC,0.123983586,19,2768,6.20E-03,524,2244
RALYL,0.006200165,0,288,6.20E-03,525,-237
REEP1,0.056049949,8,1554,6.23E-03,526,1028
ATRIP,0.062651611,9,1678,6.27E-03,527,1151
VPS37A,0.050140605,7,1400,6.27E-03,528,872
LOC102156787,0.006278097,0,289,6.28E-03,529,-240
ST8SIA5,0.006278097,0,290,6.28E-03,530,-240
FANCM,0.214556104,33,4292,6.31E-03,531,3761
NDST1,0.063217884,9,1696,6.32E-03,532,1164
PTHLH,0.057411296,8,1581,6.38E-03,533,1048
SCN1A,0.185841674,28,3852,6.41E-03,534,3318
HSD17B4,0.327457774,50,5939,6.42E-03,535,5404
MPST,0.00643502,0,294,6.44E-03,536,-242
TST,0.00643502,0,295,6.44E-03,537,-242
CHMP2B,0.142571763,21,3085,6.48E-03,538,2547
PDGFRB,0.097218122,14,2314,6.48E-03,539,1775
SLX4IP,0.006483529,0,297,6.48E-03,540,-243
LPIN1,0.045444113,6,1301,6.49E-03,541,760
LOC106557728,0.006524037,0,298,6.52E-03,542,-244
SAMD10,0.006558519,0,299,6.56E-03,543,-244
DPPA3,0.006595355,0,300,6.60E-03,544,-244
LOC102154197,0.006598348,0,301,6.60E-03,545,-244
LOC102154345,0.006598348,0,302,6.60E-03,546,-244
LOC102154298,0.006598348,0,303,6.60E-03,547,-244
SLC35F1,0.006611091,0,304,6.61E-03,548,-244
LOC102156314,0.006611091,0,305,6.61E-03,549,-244
ASF1A,0.006611091,0,307,6.61E-03,550,-243
NADK2,0.099208298,14,2363,6.61E-03,551,1812
LOC106558729,0.006635739,0,308,6.64E-03,552,-244
HEATR3,0.006680501,0,309,6.68E-03,553,-244
DLD,0.120738768,17,2704,6.71E-03,554,2150
HES7,0.127450886,18,2839,6.71E-03,555,2284
EYA1,0.168284573,24,3557,6.73E-03,556,3001
ALB,0.020194894,2,699,6.73E-03,557,142
DSG1,0.026962119,3,876,6.74E-03,558,318
INTS6,0.006745158,0,310,6.75E-03,559,-249
SIM1,0.155430539,22,3316,6.76E-03,560,2756
HIVEP1,0.006763496,0,311,6.76E-03,561,-250
ATP6V0A2,0.339723427,49,6129,6.79E-03,562,5567
PITPNM3,0.027308281,3,886,6.83E-03,563,323
PTPRO,0.027322217,3,887,6.83E-03,564,323
TMC3,0.006840587,0,312,6.84E-03,565,-253
ABCC6,0.116425984,16,2636,6.85E-03,566,2070
SMAD6,0.01371113,1,502,6.86E-03,567,-65
NUBPL,0.185125433,26,3839,6.86E-03,568,3271
TMEM67,0.323249776,46,5879,6.88E-03,569,5310
ITGA6,0.061945262,8,1666,6.88E-03,570,1096
COL11A1,0.242969484,34,4701,6.94E-03,571,4130
TRPC6,0.027826324,3,894,6.96E-03,572,322
CD6,0.006957617,0,313,6.96E-03,573,-260
FBXL4,0.22278433,31,4417,6.96E-03,574,3843
AHI1,0.188462524,26,3892,6.98E-03,575,3317
RPGRIP1,0.153809217,21,3296,6.99E-03,576,2720
HSD17B3,0.020999093,2,730,7.00E-03,577,153
SAMHD1,0.070289478,9,1848,7.03E-03,578,1270
PPFIA1,0.007036853,0,314,7.04E-03,579,-265
RBPJ,0.140884592,19,3056,7.04E-03,580,2476
CREBBP,0.360341735,50,6392,7.07E-03,581,5811
LOC102152259,0.007073952,0,317,7.07E-03,582,-265
MIR323,0.007073952,0,318,7.07E-03,583,-265
MIR329A,0.007073952,0,319,7.07E-03,584,-265
MIR329B,0.007073952,0,320,7.07E-03,585,-265
MIR380,0.007073952,0,321,7.07E-03,586,-265
MIR758,0.007073952,0,322,7.07E-03,587,-265
CDH9,0.007097903,0,323,7.10E-03,588,-265
ALMS1,0.228073524,31,4485,7.13E-03,589,3896
KCNJ6,0.092694123,12,2225,7.13E-03,590,1635
EMP2,0.014289324,1,525,7.14E-03,591,-66
C32H4orf22,0.007179469,0,324,7.18E-03,592,-268
RPGRIP1L,0.301713493,41,5548,7.18E-03,593,4955
SLC25A21,0.007190984,0,325,7.19E-03,594,-269
COL1A2,0.251779985,34,4838,7.19E-03,595,4243
SMARCA4,0.266339302,36,5104,7.20E-03,596,4508
ASXL3,0.036161311,4,1076,7.23E-03,597,479
MBNL1,0.007261934,0,326,7.26E-03,598,-272
ACADVL,0.065536926,8,1743,7.28E-03,599,1144
DBT,0.080178767,10,2033,7.29E-03,600,1433
DUSP6,0.167758455,22,3545,7.29E-03,601,2944
SLC26A4,0.109819708,14,2534,7.32E-03,602,1932
TRPC3,0.022067045,2,750,7.36E-03,603,147
LIFR,0.191859062,25,3963,7.38E-03,604,3359
SGCE,0.051725622,6,1444,7.39E-03,605,839
PIK3R5,0.059226639,7,1615,7.40E-03,606,1009
BMPER,0.148133678,19,3187,7.41E-03,607,2580
FKTN,0.3407593,45,6148,7.41E-03,608,5540
ITPR2,0.014894619,1,549,7.45E-03,609,-60
COL3A1,0.313890117,41,5719,7.47E-03,610,5109
HAPLN3,0.007476315,0,327,7.48E-03,611,-284
COL7A1,0.142170334,18,3079,7.48E-03,612,2467
S100A16,0.007492561,0,328,7.49E-03,613,-285
S100A2,0.007492561,0,329,7.49E-03,614,-285
LOC100682873,0.007492561,0,330,7.49E-03,615,-285
FPGS,0.007550665,0,331,7.55E-03,616,-285
NOTCH1,0.151231472,19,3247,7.56E-03,617,2630
DYNC1H1,0.145269798,18,3131,7.65E-03,618,2513
SNRPB,0.153110294,19,3286,7.66E-03,619,2667
LOC106558568,0.007660129,0,333,7.66E-03,620,-287
FANCD2,0.298911221,38,5509,7.66E-03,621,4888
FSTL5,0.007677454,0,334,7.68E-03,622,-288
EDNRA,0.069410906,8,1823,7.71E-03,623,1200
NDUFS1,0.210249438,26,4241,7.79E-03,624,3617
LOC106557838,0.007804937,0,335,7.80E-03,625,-290
PARN,0.227679087,28,4471,7.85E-03,626,3845
GDF5,0.188814747,23,3902,7.87E-03,627,3275
LOC102156496,0.00788111,0,336,7.88E-03,628,-292
RDH11,0.063127719,7,1690,7.89E-03,629,1061
PRMT3,0.007911807,0,337,7.91E-03,630,-293
PIGL,0.269201515,33,5133,7.92E-03,631,4502
SLC2A10,0.237899958,29,4646,7.93E-03,632,4014
CACNA1D,0.135033546,16,2957,7.94E-03,633,2324
LOC609484,0.007962932,0,338,7.96E-03,634,-296
TMCO1,0.343566457,42,6179,7.99E-03,635,5544
SLC20A2,0.176987125,21,3696,8.04E-03,636,3060
SLC7A7,0.136822526,16,2985,8.05E-03,637,2348
SPRY4,0.169084541,20,3561,8.05E-03,638,2923
POU1F1,0.144989347,17,3124,8.05E-03,639,2485
DOK3,0.008066872,0,340,8.07E-03,640,-300
CRTC3,0.008095977,0,341,8.10E-03,641,-300
LOC102153391,0.008101976,0,342,8.10E-03,642,-300
NAGA,0.291710998,35,5437,8.10E-03,643,4794
CNTN1,0.056888728,6,1569,8.13E-03,644,925
TPM2,0.252366714,30,4860,8.14E-03,645,4215
SNCA,0.106926666,12,2501,8.23E-03,646,1855
C6H1orf52,0.00826092,0,345,8.26E-03,647,-302
IFT43,0.190197156,22,3923,8.27E-03,648,3275
RNF135,0.058269509,6,1593,8.32E-03,649,944
DDC,0.125075086,14,2791,8.34E-03,650,2141
RMND1,0.141801246,16,3069,8.34E-03,651,2418
DGKB,0.008350614,0,346,8.35E-03,652,-306
MTAP,0.033692892,3,1036,8.42E-03,653,383
SLC6A5,0.109660873,12,2532,8.44E-03,654,1878
SLITRK6,0.042210941,4,1194,8.44E-03,655,539
ABCE1,0.008462068,0,347,8.46E-03,656,-309
OTUD4,0.008462068,0,348,8.46E-03,657,-309
NPAS3,0.008467037,0,349,8.47E-03,658,-309
MS4A15,0.008470776,0,350,8.47E-03,659,-309
LOC100685728,0.008470776,0,351,8.47E-03,660,-309
LOC102153476,0.008474056,0,352,8.47E-03,661,-309
ACTB,0.432432944,50,7311,8.48E-03,662,6649
TGFB2,0.093478543,10,2236,8.50E-03,663,1573
RAB3IL1,0.008512244,0,354,8.51E-03,664,-310
DCBLD1,0.00859319,0,355,8.59E-03,665,-310
CEP85L,0.00859319,0,356,8.59E-03,666,-310
LOC102157347,0.00859319,0,357,8.59E-03,667,-310
IDH3B,0.11173631,12,2568,8.60E-03,668,1900
HCFC2,0.008651141,0,358,8.65E-03,669,-311
RNASEH2A,0.191031078,21,3941,8.68E-03,670,3271
UST,0.008684991,0,359,8.68E-03,671,-312
FBXW2,0.008688285,0,360,8.69E-03,672,-312
NFYB,0.008694064,0,361,8.69E-03,673,-312
POMGNT2,0.165239468,18,3474,8.70E-03,674,2800
NDUFAF2,0.287586334,32,5374,8.71E-03,675,4699
NAV2,0.008740664,0,362,8.74E-03,676,-314
HIVEP2,0.008749895,0,363,8.75E-03,677,-314
LIAS,0.149064148,16,3221,8.77E-03,678,2543
IMMP2L,0.008780348,0,364,8.78E-03,679,-315
MAP2K2,0.389725173,43,6757,8.86E-03,680,6077
MTTP,0.053257373,5,1477,8.88E-03,681,796
RAPSN,0.328876021,36,5956,8.89E-03,682,5274
KIF5A,0.071125223,7,1864,8.89E-03,683,1181
NIPAL4,0.089414519,9,2184,8.94E-03,684,1500
BRCA2,0.331181752,36,5992,8.95E-03,685,5307
GALNT10,0.008956769,0,365,8.96E-03,686,-321
CDIP1,0.008970219,0,366,8.97E-03,687,-321
HMOX2,0.008970219,0,367,8.97E-03,688,-321
RNF216,0.143573212,15,3098,8.97E-03,689,2409
VAMP1,0.089863834,9,2192,8.99E-03,690,1502
IFT80,0.153004152,16,3285,9.00E-03,691,2594
TFAP2B,0.225482546,24,4442,9.02E-03,692,3750
DHCR24,0.261957539,28,5038,9.03E-03,693,4345
RGS7BP,0.00904009,0,369,9.04E-03,694,-325
CENPK,0.00904009,0,370,9.04E-03,695,-325
PPWD1,0.00904009,0,371,9.04E-03,696,-325
TRIM23,0.00904009,0,372,9.04E-03,697,-325
TRAPPC13,0.00904009,0,373,9.04E-03,698,-325
SGTB,0.00904009,0,374,9.04E-03,699,-325
PTPRN2,0.009050922,0,375,9.05E-03,700,-325
NOTCH2,0.507036314,55,8263,9.05E-03,701,7562
HEXB,0.190262808,20,3925,9.06E-03,702,3223
LAMA1,0.081645382,8,2050,9.07E-03,703,1347
PGM5,0.009072536,0,376,9.07E-03,704,-328
ALG1,0.163633053,17,3443,9.09E-03,705,2738
ALOX12B,0.127450886,13,2837,9.10E-03,706,2131
ORC4,0.164041051,17,3451,9.11E-03,707,2744
TRAF3IP2,0.045725814,4,1310,9.15E-03,708,602
ACADSB,0.08272904,8,2069,9.19E-03,709,1360
CUL1,0.009192189,0,378,9.19E-03,710,-332
SPO11,0.009207436,0,379,9.21E-03,711,-332
EBF1,0.009209441,0,381,9.21E-03,712,-331
SMARCAL1,0.185718612,19,3850,9.29E-03,713,3137
RANBP17,0.009303602,0,382,9.30E-03,714,-332
SCNN1G,0.139659069,14,3031,9.31E-03,715,2316
PRICKLE2,0.093362086,9,2232,9.34E-03,716,1516
EVC,0.242940775,25,4700,9.34E-03,717,3983
PABPN1,0.075393401,7,1957,9.42E-03,718,1239
LOC100688873,0.009444929,0,383,9.44E-03,719,-336
A2ML1,0.227746173,23,4472,9.49E-03,720,3752
THADA,0.009497684,0,384,9.50E-03,721,-337
SMAD3,0.1330581,13,2929,9.50E-03,722,2207
C7H18orf25,0.00952315,0,386,9.52E-03,723,-337
IRS1,0.009536516,0,387,9.54E-03,724,-337
RBM20,0.047746998,4,1347,9.55E-03,725,622
CTSH,0.085977451,8,2119,9.55E-03,726,1393
FANCL,0.3922107,40,6789,9.57E-03,727,6062
BBS2,0.258372812,26,4963,9.57E-03,728,4235
TMEM184C,0.009571645,0,388,9.57E-03,729,-341
PRMT9,0.009571645,0,389,9.57E-03,730,-341
RECQL4,0.529129271,54,8524,9.62E-03,731,7793
LOC484982,0.009645394,0,391,9.65E-03,732,-341
LOC102151432,0.00965464,0,392,9.65E-03,733,-341
CEP290,0.455413579,46,7596,9.69E-03,734,6862
RAB3GAP1,0.341258576,34,6151,9.75E-03,735,5416
PDE8B,0.146319359,14,3152,9.75E-03,736,2416
CCND2,0.156093831,15,3321,9.76E-03,737,2584
ITPR1,0.166211748,16,3513,9.78E-03,738,2775
MYRFL,0.009791324,0,393,9.79E-03,739,-346
NEDD9,0.009797859,0,394,9.80E-03,740,-346
NARS2,0.07847862,7,2009,9.81E-03,741,1268
NOTCH3,0.542694064,54,8678,9.87E-03,742,7936
ZNF469,0.177871125,17,3707,9.88E-03,743,2964
HSD17B2,0.009908524,0,395,9.91E-03,744,-349
IFT140,0.148728643,14,3210,9.92E-03,745,2465
LACTBL1,0.009938673,0,396,9.94E-03,746,-350
IL17F,0.039883897,3,1145,9.97E-03,747,398
NMNAT1,0.129684922,12,2885,9.98E-03,748,2137
SOST,0.249668881,24,4805,9.99E-03,749,4056
PCDH10,0.009987213,0,397,9.99E-03,750,-353
BBS1,0.320124621,31,5817,1.00E-02,751,5066
LOC102155275,0.010008263,0,398,1.00E-02,752,-354
STXBP1,0.170750191,16,3592,1.00E-02,753,2839
KIF5C,0.110769315,10,2553,1.01E-02,754,1799
HSP90B1,0.010087824,0,399,1.01E-02,755,-356
LARS2,0.100927673,9,2387,1.01E-02,756,1631
TMEM181,0.010130304,0,400,1.01E-02,757,-357
LOC102153255,0.010131117,0,401,1.01E-02,758,-357
STRA6,0.182505881,17,3796,1.01E-02,759,3037
GALNT16,0.010169659,0,403,1.02E-02,760,-357
ZFC3H1,0.010175365,0,404,1.02E-02,761,-357
FAM20C,0.337120374,32,6072,1.02E-02,762,5310
KCNAB1,0.010233067,0,406,1.02E-02,763,-357
EOGT,0.215030163,20,4299,1.02E-02,764,3535
MUSK,0.297314336,28,5494,1.03E-02,765,4729
PPIG,0.01033681,0,407,1.03E-02,766,-359
SUFU,0.258430291,24,4965,1.03E-02,767,4198
DST,0.145253811,13,3130,1.04E-02,768,2362
DPM1,0.282345168,26,5309,1.05E-02,769,4540
LOC102154784,0.010458043,0,408,1.05E-02,770,-362
CC2D2A,0.491684568,46,8102,1.05E-02,771,7331
ATXN10,0.167506066,15,3540,1.05E-02,772,2768
NR2E3,0.125983681,11,2811,1.05E-02,773,2038
NDUFAF4,0.284154703,26,5333,1.05E-02,774,4559
DOCK6,0.327278843,30,5934,1.06E-02,775,5159
TSPAN8,0.010569374,0,409,1.06E-02,776,-367
LGR5,0.010569374,0,410,1.06E-02,777,-367
RSPH3,0.031719857,2,1001,1.06E-02,778,223
AZIN2,0.010575476,0,411,1.06E-02,779,-368
RELN,0.042312602,3,1196,1.06E-02,780,416
KCNV2,0.063657825,5,1704,1.06E-02,781,923
GULP1,0.010617657,0,412,1.06E-02,782,-370
JPH3,0.106298247,9,2493,1.06E-02,783,1710
VPS13B,0.489522165,45,8075,1.06E-02,784,7291
ACSF3,0.064066938,5,1714,1.07E-02,785,929
SGCG,0.074954607,6,1940,1.07E-02,786,1154
DAG1,0.311291157,28,5677,1.07E-02,787,4890
ETFDH,0.161668104,14,3419,1.08E-02,788,2631
ADAMTSL1,0.010790228,0,414,1.08E-02,789,-375
IPO8,0.010790228,0,415,1.08E-02,790,-375
SMAD4,0.604886148,55,9318,1.08E-02,791,8527
MYD88,0.140481217,12,3048,1.08E-02,792,2256
UBE3A,0.367670311,33,6478,1.08E-02,793,5685
SEMA3E,0.59546579,54,9254,1.08E-02,794,8460
MUT,0.217439007,19,4334,1.09E-02,795,3539
ADGRG1,0.152635951,13,3273,1.09E-02,796,2477
FAM13A,0.010930782,0,416,1.09E-02,797,-381
TCTN2,0.339723427,30,6130,1.10E-02,798,5332
SLC26A3,0.109819708,9,2533,1.10E-02,799,1734
TSSC1,0.010992372,0,417,1.10E-02,800,-383
SCN9A,0.208861303,18,4212,1.10E-02,801,3411
LOC106559040,0.011016773,0,418,1.10E-02,802,-384
PLCH1,0.011016773,0,419,1.10E-02,803,-384
SATB2,0.430435322,38,7292,1.10E-02,804,6488
LOC102156680,0.011064465,0,420,1.11E-02,805,-385
ALLC,0.011064465,0,422,1.11E-02,806,-384
DCDC2C,0.011064465,0,423,1.11E-02,807,-384
SLC1A2,0.011072944,0,424,1.11E-02,808,-384
AGK,0.166115438,14,3507,1.11E-02,809,2698
ABCA3,0.04429826,3,1272,1.11E-02,810,462
MYO1E,0.044463337,3,1277,1.11E-02,811,466
KIF11,0.335518565,29,6056,1.12E-02,812,5244
CYP7B1,0.157032463,13,3339,1.12E-02,813,2526
PEX12,0.554202958,48,8818,1.13E-02,814,8004
SPATA5,0.011348908,0,426,1.13E-02,815,-389
ADAD1,0.011348908,0,427,1.13E-02,816,-389
DDB1,0.034089539,2,1046,1.14E-02,817,229
PCLO,0.261439621,22,5033,1.14E-02,818,4215
SCN5A,0.068456208,5,1798,1.14E-02,819,979
GNE,0.252366714,21,4864,1.15E-02,820,4044
ADAT2,0.011476327,0,428,1.15E-02,821,-393
MYT1,0.011519445,0,430,1.15E-02,822,-392
PCMTD2,0.011519445,0,431,1.15E-02,823,-392
SLC14A1,0.011523162,0,432,1.15E-02,824,-392
ALOXE3,0.127450886,10,2838,1.16E-02,825,2013
PTPN11,0.545045446,46,8711,1.16E-02,826,7885
RAB31,0.011606126,0,434,1.16E-02,827,-393
WFS1,0.464699684,39,7708,1.16E-02,828,6880
HRAS,0.676169892,57,9995,1.17E-02,829,9166
NTN1,0.011676823,0,435,1.17E-02,830,-395
ZHX2,0.011700053,0,436,1.17E-02,831,-395
GABRP,0.01170624,0,437,1.17E-02,832,-395
MGA,0.01171481,0,438,1.17E-02,833,-395
MAPKBP1,0.01171481,0,439,1.17E-02,834,-395
JMJD7,0.01171481,0,440,1.17E-02,835,-395
PLA2G4B,0.01171481,0,441,1.17E-02,836,-395
SPTBN5,0.01171481,0,442,1.17E-02,837,-395
PLA2G4E,0.01171481,0,443,1.17E-02,838,-395
VPS39,0.01171481,0,444,1.17E-02,839,-395
C4H10orf54,0.011800266,0,445,1.18E-02,840,-395
LOC610540,0.011883819,0,446,1.19E-02,841,-395
CDH13,0.011943186,0,447,1.19E-02,842,-395
LOC102153572,0.011959856,0,448,1.20E-02,843,-395
PELI1,0.011959856,0,449,1.20E-02,844,-395
LOC102151773,0.012026938,0,450,1.20E-02,845,-395
SHQ1,0.012049342,0,451,1.20E-02,846,-395
DCHS1,0.337608895,27,6082,1.21E-02,847,5235
KCNIP1,0.01206564,0,452,1.21E-02,848,-396
CHRNE,0.253878392,20,4884,1.21E-02,849,4035
LRPPRC,0.253981841,20,4888,1.21E-02,850,4038
MFAP3,0.012100685,0,453,1.21E-02,851,-398
PACRG,0.012112751,0,454,1.21E-02,852,-398
PNPLA6,0.560285292,45,8885,1.22E-02,853,8032
SHOC2,0.377716979,30,6624,1.22E-02,854,5770
CD2AP,0.061077543,4,1645,1.22E-02,855,790
NSUN2,0.305894856,24,5614,1.22E-02,856,4758
SYNC,0.012252993,0,455,1.23E-02,857,-402
RPA2,0.012268153,0,457,1.23E-02,858,-401
THEMIS2,0.012268153,0,458,1.23E-02,859,-401
CHMP3,0.012270049,0,459,1.23E-02,860,-401
CERKL,0.160168223,12,3396,1.23E-02,861,2535
EML1,0.012340629,0,461,1.23E-02,862,-401
CCDC69,0.012374687,0,462,1.24E-02,863,-401
ANXA6,0.012374687,0,463,1.24E-02,864,-401
KRAS,0.9336392,74,12001,1.24E-02,865,11136
SMIM13,0.012457927,0,465,1.25E-02,866,-401
LOC102154817,0.012463363,0,466,1.25E-02,867,-401
FAT2,0.012530913,0,467,1.25E-02,868,-401
CHRNG,0.515085468,40,8363,1.26E-02,869,7494
TENM4,0.012569257,0,468,1.26E-02,870,-402
MED26,0.012573884,0,469,1.26E-02,871,-402
SLC35E1,0.012573884,0,470,1.26E-02,872,-402
CHERP,0.012573884,0,471,1.26E-02,873,-402
C20H19orf44,0.012573884,0,472,1.26E-02,874,-402
CALR3,0.012573884,0,473,1.26E-02,875,-402
LOC102156639,0.012595673,0,474,1.26E-02,876,-402
CEP120,0.201614027,15,4089,1.26E-02,877,3212
PPP2R2C,0.012660216,0,476,1.27E-02,878,-402
AEBP2,0.01267155,0,477,1.27E-02,879,-402
CASC5,0.063363465,4,1698,1.27E-02,880,818
ZFHX4,0.012676558,0,478,1.27E-02,881,-403
EIF4E1B,0.01270728,0,479,1.27E-02,882,-403
CUL7,0.331195927,25,5994,1.27E-02,883,5111
PIF1,0.012741319,0,480,1.27E-02,884,-404
MMAA,0.165989755,12,3492,1.28E-02,885,2607
ROBO2,0.025592149,1,844,1.28E-02,886,-42
CIITA,0.025598102,1,845,1.28E-02,887,-42
DNAJC6,0.102783442,7,2416,1.28E-02,888,1528
SAMSN1,0.012873949,0,481,1.29E-02,889,-408
LOC106558177,0.012883836,0,482,1.29E-02,890,-408
EVL,0.012887208,0,483,1.29E-02,891,-408
GAP43,0.012913717,0,484,1.29E-02,892,-408
ELOVL4,0.335887426,25,6058,1.29E-02,893,5165
BBS10,0.194204788,14,4002,1.29E-02,894,3108
ITGA2,0.025914878,1,852,1.30E-02,895,-43
GNPTAB,0.350837018,26,6268,1.30E-02,896,5372
FAT4,0.520642888,39,8430,1.30E-02,897,7533
APOBEC1,0.013033496,0,485,1.30E-02,898,-413
VPS18,0.013033496,0,486,1.30E-02,899,-413
ITPKA,0.013033496,0,487,1.30E-02,900,-413
PRSS16,0.01304424,0,488,1.30E-02,901,-413
KHDRBS1,0.013048847,0,489,1.30E-02,902,-413
PLA2G6,0.613475896,46,9398,1.31E-02,903,8495
CD302,0.013091846,0,490,1.31E-02,904,-414
PLA2R1,0.013091846,0,491,1.31E-02,905,-414
LRBA,0.117905294,8,2661,1.31E-02,906,1755
KMT2D,0.525231296,39,8478,1.31E-02,907,7571
C1H6orf118,0.013148021,0,492,1.31E-02,908,-416
FTO,0.316005742,23,5747,1.32E-02,909,4838
ACTC1,0.105470187,7,2472,1.32E-02,910,1562
PCCA,0.303351186,22,5583,1.32E-02,911,4672
FBP1,0.118706741,8,2681,1.32E-02,912,1769
OCLN,0.343151402,25,6174,1.32E-02,913,5261
AUH,0.264360136,19,5082,1.32E-02,914,4168
FANCE,0.518597238,38,8408,1.33E-02,915,7493
CLIC5,0.02662967,1,864,1.33E-02,916,-52
PEX1,0.878856358,65,11620,1.33E-02,917,10703
NDUFAF5,0.359784801,26,6383,1.33E-02,918,5465
DCTN1,0.160049596,11,3387,1.33E-02,919,2468
LOC100685319,0.013341353,0,494,1.33E-02,920,-426
ARHGEF5,0.013359085,0,495,1.34E-02,921,-426
LMAN2,0.013400669,0,496,1.34E-02,922,-426
LOC102152639,0.013400669,0,498,1.34E-02,923,-425
UNC5A,0.013400669,0,499,1.34E-02,924,-425
THRA,0.174353545,12,3652,1.34E-02,925,2727
FUCA2,0.026887283,1,871,1.34E-02,926,-55
TDGF1,0.067361744,4,1777,1.35E-02,927,850
CORO2B,0.013484853,0,500,1.35E-02,928,-428
LOC102154685,0.013545861,0,501,1.35E-02,929,-428
VRK1,0.230884861,16,4527,1.36E-02,930,3597
ADAMTSL4,0.095364804,6,2276,1.36E-02,931,1345
SEC23A,0.355011991,25,6306,1.37E-02,932,5374
TTI2,0.205085816,14,4147,1.37E-02,933,3214
APP,0.150425665,10,3237,1.37E-02,934,2303
ATR,0.385112807,27,6704,1.38E-02,935,5769
DAPK2,0.013755336,0,503,1.38E-02,936,-433
TRIP4,0.013755336,0,504,1.38E-02,937,-433
CREBRF,0.013775905,0,505,1.38E-02,938,-433
RPL26L1,0.013775905,0,506,1.38E-02,939,-433
SUCLA2,0.414403115,29,7105,1.38E-02,940,6165
PDE6A,0.180271406,12,3738,1.39E-02,941,2797
VPS8,0.013895254,0,508,1.39E-02,942,-434
FOXJ2,0.013915675,0,509,1.39E-02,943,-434
HDDC3,0.013922345,0,510,1.39E-02,944,-434
LOC106558621,0.013922345,0,511,1.39E-02,945,-434
UNC45A,0.013922345,0,512,1.39E-02,946,-434
ARRDC1,0.013930592,0,513,1.39E-02,947,-434
EXD3,0.013930592,0,514,1.39E-02,948,-434
SEMA4A,0.195267774,13,4013,1.39E-02,949,3064
MERTK,0.195309217,13,4015,1.40E-02,950,3065
KCNJ13,0.167764916,11,3550,1.40E-02,951,2599
ERCC6,0.909273476,64,11881,1.40E-02,952,10929
BTD,0.322244881,22,5857,1.40E-02,953,4904
COL6A3,0.322559562,22,5869,1.40E-02,954,4915
PDSS2,0.09819662,6,2329,1.40E-02,955,1374
SERAC1,0.225149938,15,4438,1.41E-02,956,3482
TWIST2,0.479193537,33,7939,1.41E-02,957,6982
ARID1A,0.522441781,36,8449,1.41E-02,958,7491
KIF1BP,0.466118642,32,7725,1.41E-02,959,6766
DTNA,0.05651069,3,1560,1.41E-02,960,600
PIK3R6,0.014130545,0,516,1.41E-02,961,-445
ZBTB7C,0.014131834,0,517,1.41E-02,962,-445
MAPK4,0.014131834,0,518,1.41E-02,963,-445
LOC102153763,0.014137882,0,519,1.41E-02,964,-445
NFIA,0.014144775,0,520,1.41E-02,965,-445
TFAP2A,0.537848327,37,8616,1.42E-02,966,7650
MYRF,0.014155918,0,521,1.42E-02,967,-446
RUNX1,0.042614,2,1212,1.42E-02,968,244
OSTM1,0.042644987,2,1213,1.42E-02,969,244
ACAD11,0.014223225,0,522,1.42E-02,970,-448
UBA5,0.014223225,0,523,1.42E-02,971,-448
LOC477699,0.014232058,0,524,1.42E-02,972,-448
CDAN1,0.028579275,1,928,1.43E-02,973,-45
STRC,0.028579275,1,932,1.43E-02,974,-42
PGR,0.028582246,1,934,1.43E-02,975,-41
SGCZ,0.014291624,0,526,1.43E-02,976,-450
COBLL1,0.014302876,0,527,1.43E-02,977,-450
COL18A1,0.301124218,20,5535,1.43E-02,978,4557
LOC106557498,0.01437831,0,528,1.44E-02,979,-451
LOC106559053,0.01437831,0,529,1.44E-02,980,-451
ZSWIM6,0.201427606,13,4086,1.44E-02,981,3105
NT5DC3,0.014394982,0,530,1.44E-02,982,-452
LOC102152631,0.014394982,0,531,1.44E-02,983,-452
INO80,0.014403817,0,532,1.44E-02,984,-452
CHP1,0.014403817,0,533,1.44E-02,985,-452
NUSAP1,0.014403817,0,534,1.44E-02,986,-452
RTF1,0.014403817,0,535,1.44E-02,987,-452
RPAP1,0.014403817,0,536,1.44E-02,988,-452
TYRO3,0.014403817,0,537,1.44E-02,989,-452
ZC3H12D,0.014408135,0,538,1.44E-02,990,-452
